size,x1,x2,fmin,time
1,0.999999591858132,1.47814596415525e-06,-2.56579819534133,0.034378125
1,0.999999962050476,2.35334133198499e-08,-2.15567666627714,0.025207042
1,0.999999976124814,3.66233323371345e-08,-1.84278072241514,0.014130375
1,-0.627411447208886,0.778687404737894,-3.27607723357445,0.010783417
1,-0.698907371420084,0.715211636556108,-3.32014448451274,0.012411042
1,-0.303648385139994,0.952783741567603,-2.40228247397831,0.016098875
1,-0.999999580578365,1.32990671495762e-06,-2.49591076033886,0.011705417
1,-0.998377001839028,0.0569435084629753,-2.02462820439638,0.016296375
1,0.999999787527608,8.60309234804223e-06,-2.14029703411721,0.011848917
1,-0.99999997230678,2.89148569703011e-08,-2.57456605104669,0.011851625
2,0.99999997133063,2.79142850288839e-08,-2.18227395093219,0.015877084
2,0.987229694611071,0.15930014028925,-2.4437128890847,0.0149795
2,-0.389481867414298,0.921033742114187,-1.91292681070765,0.011723583
2,-0.999999533008035,7.71627309850912e-07,-2.7110013548767,0.012993416
2,0.79582432955588,0.605526154966368,-2.42070052071269,0.010927416
2,0.999999978962401,6.3507735158463e-08,-1.59439379383033,0.012666875
2,-0.865287056934844,0.501275895256475,-2.2530101637691,0.012783625
2,0.860619313429842,0.509246303383998,-1.44980573649331,0.01200975
2,-0.729088492213509,0.684419394999883,-0.8948572911794,0.020493625
2,-0.973357558290727,0.229291066000348,-2.25377906139191,0.013280417
3,-0.649782725297618,0.76011916251845,-1.99077068726744,0.011339416
3,0.999999587955868,1.36171758706335e-06,-1.77964212039284,0.012469625
3,-0.815580498565636,0.578642955254521,-1.49147377489018,0.013300417
3,-0.481151464840142,0.876637455214375,-1.54397794859732,0.016708375
3,0.894387994294945,0.447291971104113,-1.53760108608094,0.061601875
3,-0.63734772241898,0.770576298103814,-1.77437468934544,0.020951
3,0.999999393965142,5.32657106870213e-07,-1.05024833218292,0.0167555
3,-0.99999991931529,6.15464447490834e-07,-1.22363110737947,0.018761292
3,0.223148030087646,0.974784402612212,-0.828772953916535,0.021041625
3,-0.108934221190603,0.994048557912258,-2.84745856420352,0.012244667
4,-0.300602023412207,0.953749235268113,-1.22200320515346,0.017931875
4,-0.694239229583621,0.71974376725778,-1.51624960817275,0.023148
4,0.713988273971207,0.700156947503497,-1.38473269673499,0.011804792
4,0.999999975093969,3.31331337946779e-06,-1.32335769970132,0.017311125
4,-0.601336900032591,0.798994838055996,-1.64375885691103,0.01169225
4,-0.258502034280854,0.0690036325229192,-1.4502512561901,0.016517125
4,-0.0586732488895755,0.998277190742346,-1.3501560554639,0.014653542
4,0.99999996745577,2.53524241592501e-08,-1.43505499463592,0.014817542
4,-0.880448098150051,0.474141664377692,-2.23745110156144,0.015343125
4,0.999999967918456,2.55789144983195e-08,-1.5141306770075,0.012047
5,0.999999598607612,4.82541613214325e-06,-1.16129272066712,0.015952292
5,-0.142741499657684,0.989759449517013,-1.306120289545,0.0119855
5,0.999999469491364,6.08953667383269e-07,-1.30770935873588,0.011467708
5,0.78638448706579,0.61773726269741,-1.14177720755699,0.014926416
5,-0.0871106292765839,1.13449566354174e-07,-0.797363482083732,0.018809208
5,0.255762121326394,0.966739607891548,-0.78365232013988,0.016012333
5,0.825635825614321,0.56420325535209,-2.08089717943559,0.015882958
5,-0.195267155850057,0.980749647823855,-1.5620293522885,0.010980375
5,0.954776629813107,0.297322811458768,-1.24572405432982,0.013358584
5,0.681336024385908,0.731970651957807,-1.61272473205079,0.012318958
6,-0.264870118965021,3.31936204355314e-07,-1.67689881244746,0.022636125
6,0.999999912364084,1.9355052678253e-07,-0.657745508635584,0.013331792
6,-0.270272305769892,0.962783315444249,-1.7705389570922,0.010032625
6,0.220773188104228,0.975324619616224,-1.35910661651801,0.011076417
6,-0.0607189267836725,0.998154799452642,-0.803555530218001,0.011955416
6,0.658068083152797,0.752957371226765,-1.20365377332472,0.011391458
6,0.959772634517627,0.280776269946473,-1.84716829976436,0.012120042
6,0.594731295162948,0.803924451212011,-1.57144391619128,0.015029375
6,0.846858328755624,6.45845836452985e-07,-0.874681890006715,0.016254709
6,-0.778667025225706,0.627436479809319,-1.32888991032418,0.0115435
7,0.969869229073803,0.243617687718735,-1.74942820092747,0.01389325
7,-0.0720189545904269,0.997401979256661,-1.23236887786877,0.016449625
7,-0.17468276086971,0.984624125174454,-1.56758329483507,0.011654791
7,0.468512254321433,0.385814936451284,-1.53155934721939,0.018132
7,-0.0859240963472531,0.996301014899073,-0.800933300939821,0.013390083
7,-0.00695368953286192,0.999974855151265,-1.56353455408754,0.017789959
7,0.39041396101747,0.920639226488845,-0.964284843558481,0.012476
7,0.469261222010411,0.883059349599184,-0.952132990841926,0.012922584
7,0.027209717431013,0.999629155448233,-1.12748608413188,0.011907708
7,0.0133564889015638,1.96302419538164e-08,-0.820849007416905,0.0153245
8,0.99999967794431,2.83961021163702e-06,-0.899924543258109,0.019535666
8,-0.225611037602382,0.544183208065897,-0.884366661508665,0.017383166
8,-0.999999912505307,1.97560600487475e-07,-1.23358834420153,0.016524125
8,0.337675857302074,0.941261804403773,-1.21109000706746,0.0111915
8,-0.999999982908804,4.50636729461334e-08,-1.32088792612377,0.018299708
8,0.674702836203132,0.738089523604469,-1.20948563535306,0.010707458
8,0.591064895720254,0.806623385533722,-1.06315142124739,0.013084542
8,0.105075377588713,0.175692638063034,-1.55574592180274,0.019210291
