numTries,size,x1,x2,fmin,time
4,51,-0.447883285682908,0.138586760106901,-0.732290154470601,0.152891125
1,51,0.745744812929895,0.441744632327699,-0.454097181834044,0.021048333
2,51,0.749035108946199,0.439671987738069,-0.456121030050075,0.446447
3,51,0.748112743253664,0.440305106494681,-0.455499153387215,0.406073125
4,51,0.460708335627195,0.528031472459443,-0.466049867927073,0.197280125
1,51,-0.067998676454685,0.322904864397526,-0.518458684441492,0.105354875
2,51,-0.0687824520634604,0.323485901848734,-0.517741667647594,0.259179791
3,51,-0.0688628173858706,0.323480087460304,-0.517661143768935,0.212879583
4,51,-0.179389354458981,0.58621450830193,-0.514558393383775,0.172314416
1,51,-0.972169319538123,0,-0.363575561257802,0.198528583
2,51,0.18305649740958,0,-0.467158373766224,0.373949125
3,51,0.183175977969165,0,-0.467242598204155,0.521494125
4,51,0.183205757027271,0,-0.46726359250089,0.631399125
1,61,0.0126932299925938,0.999919437711036,-0.552004511042166,0.084421
2,61,0.396299365923574,0.495993242315203,-0.389201877102445,0.05408975
3,61,0.0152550727599402,0.999883634607092,-0.553639759039859,0.459512417
4,61,0.0125630457956179,0.99992108182613,-0.551921467874935,0.352424416
1,61,0.35080197219546,0,-0.489740196805424,0.037818625
2,61,0.350242396546691,0,-0.489269251218644,0.090674292
3,61,0.35036876678052,0,-0.489375589610215,0.143200125
4,61,0.35021914838362,0,-0.489249689324492,0.184635333
1,61,-0.489412897130631,0.207553668883718,-0.419524483136985,0.021664208
2,61,-0.952965365254866,0.251473794163547,-0.430837615612634,0.061876292
3,61,-0.489780876076644,0.207028016277789,-0.419835482266545,0.331037042
4,61,-0.952366031999169,0.25217738740522,-0.431240439426487,0.366895958
1,61,0.541541816609683,0.15709907277491,-0.495041285898708,0.314840417
2,61,-0.44992583724431,0.420639467396357,-0.519372983336302,0.195045208
3,61,-0.447496996790338,0.420820986146897,-0.52014976043147,0.314091375
4,61,-0.988097359368243,0.153829803385123,-0.51770697955878,0.115057292
1,61,0.574652478970298,0.53749456979281,-0.611620156904139,0.27357425
2,61,0.572263293639926,0.534754109998391,-0.608253300101025,0.067319834
3,61,0.572155031343855,0.534946361389476,-0.60824292988519,0.125922708
4,61,0.57218924109427,0.535050324554846,-0.608320211552142,0.189650208
1,61,-0.360701748254755,0,-0.692484397761096,0.045752583
2,61,-0.360599521011811,0,-0.692389438766126,0.092045667
3,61,-0.360659680534786,0,-0.692445320760545,0.151484958
4,61,-0.360571256814331,0,-0.692363184488231,0.145648833
1,61,-0.569278060107599,0.704183786432144,-0.664936149834459,0.035334208
2,61,-0.569556089236252,0.704253740925429,-0.664890250752875,0.093483667
3,61,-0.569615386152067,0.704218221361105,-0.664930729919593,0.077379208
4,61,-0.569583398080973,0.704236491100989,-0.664909780815232,0.140814667
1,61,0.673803255239654,0.17090906331062,-0.670536605661889,0.527032708
2,61,0.593395907637779,0,-0.670940938447096,0.237093042
3,61,0.592304987601858,0,-0.67003057096164,0.186940958
4,61,0.592985145479271,0,-0.670598096169295,0.363745875
1,61,-0.0718857077574028,0.457132650043806,-0.37977598893846,0.144566375
2,61,-0.273553583981397,0.440902076744043,-0.365348632749426,0.949653125
3,61,-1,0,-0.540784285431793,0.327734792
4,61,-1,0,-0.540784285431793,0.634791333
1,61,-0.56635401854613,0,-0.531552377578054,0.027879334
2,61,-0.566349545397124,0,-0.531555405515566,0.158949875
3,61,0.08131587374153,0.710373947395587,-0.680802666748785,0.106205209
4,61,0.0812147985641949,0.710464074480416,-0.680796153320643,0.110459
1,71,-0.0978722497068788,0.00670093834079514,-0.692231197383094,0.092145792
2,71,-0.0967582529859929,0.00766233205065339,-0.691185051814073,0.129209875
3,71,-0.0944904238280327,0.00965744873122218,-0.68906287550705,0.096973
4,71,-0.0945527443420269,0.00948327371773259,-0.689112560509053,0.152213959
1,71,0.460094849577242,0.617991250850068,-0.464860448291069,0.029930792
2,71,-0.825128397522601,0.401230112368729,-0.477998456831675,0.154571208
3,71,0.454800520235662,0.621547823133255,-0.465982938523163,1.430409917
4,71,-0.824493769221042,0.401983866635537,-0.477447702108344,0.13286575
1,71,-1,0,-0.122576249922461,1.295722833
2,71,0.360283928263829,0.905283083413631,-0.501023511624809,0.069050333
3,71,0.359993317284301,0.90542667816484,-0.500997405614045,0.27421925
4,71,0.360705162352824,0.906246973966549,-0.502066855439566,0.423897667
1,71,-0.391951471871229,0,-0.727577551154145,0.085100667
2,71,-0.392238657630133,0,-0.727484755921949,0.123515292
3,71,-0.392354691359766,0,-0.727447291997106,0.2243825
4,71,-0.392200898673892,0,-0.72749695076849,0.450739542
1,71,-0.543713111155953,0.791904885467922,-0.734151050689419,0.030309042
2,71,-0.543551234407763,0.79194065416671,-0.734094822769609,0.074922583
3,71,-0.543603487777136,0.791940988993089,-0.734123013595221,0.110878625
4,71,-0.543606262931247,0.791936447531916,-0.734120656432155,0.10401975
1,71,-0.246510126949695,0.456807539446038,-0.447514384897523,0.3858385
2,71,-0.24459507496696,0.457216191284867,-0.446730903452895,0.119569959
3,71,-0.242778152718573,0.457660730678878,-0.446040626299359,0.122067
4,71,-0.242819268194441,0.457622581015499,-0.446033245999141,0.112061625
1,71,-0.180407900526986,0.2035048940005,-0.619652474050993,0.028882125
2,71,-0.180248073255187,0.204003383116039,-0.619774037367359,0.0631885
3,71,-0.18032280930345,0.204021095580429,-0.619698178337138,0.0975265
4,71,-0.180263883899037,0.203919114246613,-0.619764633764338,0.108953083
1,71,0.84859453626879,0.20112539163205,-0.565608173909994,0.082573542
2,71,-0.931691420727294,0.363250735089629,-0.668135469178655,0.093091167
3,71,0.848211467586147,0.200087758297453,-0.565229263863118,0.100410333
4,71,-0.931722005174589,0.363172280155635,-0.668192287246639,0.21972525
1,71,-0.354731817633141,0,-0.459989873416686,0.078820083
2,71,-0.354500697509396,0,-0.459850792228939,0.294588792
3,71,-0.356473543901162,0,-0.461040369321439,0.361599125
4,71,-0.354640706770546,0,-0.459935036774983,0.291182041
1,71,-0.172015950292775,0.05932705951726,-0.543434241328153,0.423975334
2,71,-0.17037936496485,0.0644303310460785,-0.543870101279573,0.874210041
3,71,-0.177239374941535,0.0439146904963222,-0.542700380256756,0.069544583
4,71,-0.177525657913171,0.0432480823253517,-0.54273621304296,0.098435625
1,81,0.626320851803505,0.341120119553995,-0.519701100016285,0.05893925
2,81,-0.517594666195687,0.0659006245540214,-0.45284006943383,0.374520333
3,81,0.648397395478134,0.200853953958773,-0.518431591922833,0.170219084
4,81,0.625441376879971,0.346255016084555,-0.520415191285303,0.527210958
1,81,0.503887591811026,0.863769237018131,-0.529694331482733,0.046447166
2,81,0.503049845775292,0.864257399543362,-0.528826709883761,0.093648
3,81,0.502993896988101,0.864289962681925,-0.528768780975054,0.093650292
4,81,0.503255264549003,0.864137800760801,-0.529039414992868,0.135474542
1,81,-0.111798993238206,0.645747491975909,-0.354237818047264,0.850057084
2,81,-0.66610313282303,0.078802382199236,-0.445293923905333,1.113452208
3,81,-0.665362429520388,0.0788442235370554,-0.444682086417647,0.484183083
4,81,-0.78070496526935,0.624899797730631,-0.541658767820939,0.719128834
1,81,-0.320887705042641,0.095049082783011,-0.408939666421503,1.163731042
2,81,0.0647543171837503,0.542453747427641,-0.409244063573294,0.254655708
3,81,0.0662598916530545,0.542300735582922,-0.408894431435095,0.257902542
4,81,0.0636257838139857,0.542534669140951,-0.409541459086828,0.659150459
1,81,0.154188487233273,0.39168174040051,-0.570771793670071,0.108871792
2,81,0.154100565836396,0.391677792182067,-0.570684307069743,0.29114925
3,81,0.15391160490464,0.391705332516772,-0.570501809583368,0.170159458
4,81,0.15329058772814,0.391008193700205,-0.569781457726477,0.293765208
1,81,0.800706658298618,0.123684940343003,-0.372929344261425,0.077596167
2,81,-0.916716265176298,0.399538845622323,-0.443413880028814,0.094717584
3,81,-0.915993262443801,0.40119364795266,-0.44488105350698,0.939582541
4,81,-0.916280916236588,0.400536243729128,-0.444297978939357,0.24268025
1,81,-0.166937437653654,0,-0.301938381362937,0.12852325
2,81,-1,0,-0.259584991156434,1.859621166
3,81,-0.761392653976742,0.411908531586662,-0.40326939477014,0.391777708
4,81,-0.827570299850138,0,-0.372665943123668,0.172040667
1,81,0.929038913348247,0.297450113958711,-0.241693537216687,0.151601333
2,81,-0.721585204916415,0.692325640176453,-0.582980891788814,0.061191542
3,81,-0.721616654621343,0.692292859831084,-0.582984054899653,0.071095875
4,81,-0.721668660004327,0.692238647554122,-0.582989288975865,0.217747667
1,81,0.482544524068558,0.792851145754793,-0.475999629753862,0.058789458
2,81,0.48291055888174,0.793045482082223,-0.476107886554698,0.098358917
3,81,0.482809254012697,0.792932201094413,-0.47601987690009,0.103201958
4,81,0.480818080516893,0.791341540292474,-0.474915954735529,0.09618825
1,81,0.293715844846046,0.644362812689894,-0.606795507070348,0.105438083
2,81,0.295307245270398,0.644606889706552,-0.605533371054167,0.078046375
3,81,0.29668061988689,0.644893107392836,-0.604483030126064,0.093952708
4,81,0.296486152201751,0.644753016848687,-0.604582224221413,0.125783417
1,91,0.199801011706915,0,-0.516709092337458,0.43060525
2,91,0.198634939422529,0,-0.517236638854543,0.075978708
3,91,0.198377272603939,0,-0.517353492707382,0.095605167
4,91,0.198584843862132,0,-0.517259349586254,0.176131667
1,91,-1,0,-0.0454256491411861,0.645788083
2,91,0.233354891883143,0.801955148394001,-0.402830140598411,0.134962958
3,91,0.233099305418392,0.799340471188856,-0.402213305625391,0.090249916
4,91,0.233129254197162,0.79946433916562,-0.402225292995313,0.202298
1,91,-0.194484162099558,0,-0.384624391585937,0.220460584
2,91,-0.194350712321131,0,-0.384553127925348,0.199513209
3,91,-0.197690546287189,0,-0.386346543296248,0.793446125
4,91,0.187392658251963,0.98228508674074,-0.42808200829879,0.18633225
1,91,0.690140832457511,0.0158368997256429,-0.517379299903294,0.031749708
2,91,0.692329100521429,0.0144720643506502,-0.519955589178713,0.179857042
3,91,0.690175751815292,0.0157642207488318,-0.517449308600088,0.068217792
4,91,0.690228660354012,0.0156905420632678,-0.517534695786652,0.104127
1,91,0.1624672893533,0.0779104717531214,-0.459063304282416,0.16786575
2,91,-0.884967216185874,0.465653332723201,-0.605711627992601,0.219122083
3,91,0.163863911337969,0.0787009099978421,-0.458934688292859,0.42152
4,91,0.1641840426166,0.0800200456728746,-0.458287463205467,0.208059667
1,91,-0.315032701915678,0.7890204686362,-0.628611326779454,0.031791042
2,91,-0.315026966291096,0.788913617240759,-0.628561400818244,0.062616291
3,91,-0.315027850391051,0.789033249557436,-0.628622051679913,0.082830625
4,91,-0.315154038465015,0.789143465370946,-0.628570366569846,0.14760975
1,91,0.0871477832011835,0.651146688698143,-0.411741123865589,0.049696542
2,91,0.0867594748431892,0.652246733061811,-0.411228380656158,0.140522833
3,91,0.0867564359595058,0.652166102839292,-0.411234578659553,0.101231084
4,91,-0.931743247290547,0.363117778590454,-0.480376128953639,0.309867167
1,91,-0.176560755722806,0.853423503421943,-0.507075693591968,0.175286458
2,91,-0.51854756289742,0.812323606386079,-0.523281490877517,0.089137958
3,91,-0.520307786332749,0.812736209890354,-0.524295413977955,0.378433667
4,91,-0.518600525672875,0.812356260959897,-0.523330851378473,0.128057
1,91,-0.287730704478554,0.500984433245716,-0.49056598021287,0.137103584
2,91,-0.28547400120351,0.500477680739058,-0.48829506417983,0.143446041
3,91,-0.284045197883442,0.50028139199636,-0.486907441347294,0.0881495
4,91,-0.284162058718024,0.500036788216685,-0.486916385781305,0.170616375
1,91,0.353486534345774,0.804553299228002,-0.650659488107754,0.05291825
2,91,0.352826861737256,0.804308778097224,-0.650679704404096,0.087772417
3,91,0.353003843315008,0.804460546984074,-0.650592577344982,0.113028541
4,91,0.352680098018454,0.804348801764717,-0.650594838154543,0.221506542
1,101,0.460535516546658,0.232354952039806,-0.391098920105483,0.087625667
2,101,-0.936279246239739,0.178858575305246,-0.441767065842733,0.135007042
3,101,-0.936462795792632,0.178181511593551,-0.441159793208596,0.096036958
4,101,-0.9361929022276,0.177956211997519,-0.441192876951126,0.138320167
1,101,-1,0,-0.465253613490127,0.812198792
2,101,0.160301109988309,0.598030211626065,-0.503364024810421,0.128918
3,101,0.159084578746291,0.597897903926806,-0.504389736356304,0.187243292
4,101,0.160310721620702,0.598019048787366,-0.503363656005596,0.186095666
1,101,-0.124480830828785,0.577378439423665,-0.361776077233731,0.685351959
2,101,0.994491733997048,0.059899816888574,-0.601685144488402,0.33648975
3,101,0.994608181791533,0.059743569321519,-0.601538033147077,0.23096825
4,101,0.994553350086115,0.0599713454137344,-0.601640228222131,0.303155541
1,101,0.277879754848991,0.87330802324533,-0.332772566171938,0.078357625
