type,size,x1,x2,fmin,time
2,1,1,0,-1.08042666028538,0.097184833
5,1,1,0,-1.24156629923988,0.415452375
6,1,1,0,-1.24156629923988,0.838473458
2,1,0.723814516811576,0.689994597988147,-2.69022660427103,0.0869815
5,1,0.723803847886542,0.690005789674721,-2.69022660420128,0.492050625
6,1,0.723774646151486,0.690036420479594,-2.69022660426906,0.950368375
2,1,-0.937793260944266,0.3471941815865,-2.71443401938924,0.099937208
5,1,-0.93780376661888,0.34716580378177,-2.71443402060431,0.501731833
6,1,-0.937809579852683,0.347150100009398,-2.71443402060423,0.99832075
2,1,0.848536256958748,0.529137241768559,-2.95273063920712,0.101069417
5,1,0.848590506331931,0.529050236332351,-2.95273064057975,0.499096375
6,1,0.848566914876991,0.529088074876145,-2.95273064058029,0.945163167
2,1,-1,0,-2.35538679457343,0.077190084
5,1,-1,0,-2.35538679457343,0.37773225
6,1,-1,0,-2.35538679457343,0.746461458
2,11,0.53766866509282,0.122548908992374,-0.72651612190873,0.054783709
5,11,-0.743425780384722,0.215589195535078,-0.789515300125087,0.251986542
6,11,-0.742304415759458,0.214602491245618,-0.789512256104208,0.503748917
2,11,-0.743386017692449,0.517175539429706,-1.12169451374284,0.038260875
5,11,-0.742313207933738,0.517297616038767,-1.12212390979656,0.243329167
6,11,-0.742799207542522,0.517240460869107,-1.12212691620317,0.46299
2,11,0.929407940098414,0.369054035179164,-1.20705444895445,0.054788375
5,11,0.929415048613233,0.369036132934515,-1.20719356854834,0.258932
6,11,-0.78179361405768,0.124605946761435,-1.20755218602731,0.5675855
2,11,-0.806820340428029,0.204148020347486,-1.4593581510518,0.052228916
5,11,-0.806826294956127,0.204151448464027,-1.4597373554979,0.262224042
6,11,0.468586263700105,0.76495674333942,-1.45973156456445,0.520986084
2,11,-0.0215391671143201,0,-1.43846343208119,0.107217042
5,11,-0.0215341349037049,0,-1.43865343361531,0.521312333
6,11,-0.0215461387794829,0,-1.43865260413759,0.988442416
2,21,-0.226862182030022,0.324383147564122,-0.829840003697629,0.04881
5,21,-0.22668239520277,0.324411278747331,-0.829888195290561,0.240019208
6,21,-0.227269332371035,0.324299291199047,-0.829913506616864,0.454111583
2,21,0.92521230282176,0.379449857961834,-0.763182314945957,0.104029459
5,21,0.18729475321365,0.197058070450355,-0.761574052404207,0.33963675
6,21,0.187681676423029,0.197123638872669,-0.763018928872326,0.716207833
2,21,0.121817319732078,0.613492287077987,-0.728428498411353,0.086237875
5,21,0.122818991674362,0.613648098064707,-0.727919558824138,0.262715166
6,21,-0.979596330753767,0.0747790130015464,-0.745676174159101,0.623462833
2,21,0.576544542930829,0.711768297386007,-0.962945168674981,0.050709125
5,21,0.576665205641991,0.711908674751337,-0.963480548445483,0.309308958
6,21,0.57656125099868,0.711769142651111,-0.96354384354335,0.541063541
2,21,-0.0675860269613013,0.930029991532569,-0.715980643298583,0.045276625
5,21,-0.0675998304306606,0.930024670351543,-0.849851278150689,0.240829834
6,21,-0.0673850607015958,0.929896415166828,-0.850022641262913,0.487961875
2,31,-0.342748955786738,0.2834052180378,-0.735783815972772,0.0570165
5,31,-0.342520486544198,0.283578566629851,-0.736072914797032,0.265477291
6,31,-0.342745065686789,0.283411184092885,-0.736069174685542,0.529966792
2,31,0.324889835932906,0.221963649300209,-0.621030288096211,0.076611542
5,31,-0.222763942775314,0.950501417323936,-0.774178455597864,0.296909917
6,31,0.324060219207357,0.221717170320972,-0.774390906102543,0.669100292
2,31,0.736446126247075,0.319238692925006,-0.437968208632778,0.072852875
5,31,0.0156198757339777,0.13513578552126,-0.439595446090385,0.738328833
6,31,-1,0,-0.553430323832298,1.157975042
2,31,0.755274643911464,0.388248072413395,-0.651203463608443,0.112019209
5,31,-0.612624030787819,0.403863152979487,-0.677895301451252,0.579581292
6,31,0.754359861531342,0.389070971211842,-0.681766943429444,1.111822292
2,31,-0.036902225721189,0.908839097920111,-0.690975700732748,0.100694833
5,31,-0.506560370829451,0.857981942966313,-0.705538794075125,0.5167735
6,31,-0.506515227166896,0.858828997372867,-0.705207132835419,1.07407675
2,41,-0.135676189553116,0.544416548971584,-0.800082444226027,0.109616208
5,41,-0.136527117181895,0.544167979785241,-0.800833904824565,0.589373458
6,41,-0.135102494154446,0.545055139234933,-0.800450771013724,1.046842583
2,41,-0.37304136436606,0.526376180670742,-0.635478743722195,0.131436166
5,41,0.608700622291499,0.540903298942699,-0.63531272945057,0.825930792
6,41,-0.373460983738913,0.526027518080632,-0.635829039191723,1.229155583
2,41,-0.267250386689951,0.955621726691228,-0.67573203163195,0.096546375
5,41,-0.266636360236808,0.954485153074549,-0.676614327030212,0.554756291
6,41,0.470445388958496,0.652034154243131,-0.676494339695007,1.125842584
2,41,-0.0850558267254659,0.560327950074894,-0.487332772732024,0.312551375
5,41,-0.536785646104134,0.258452788635407,-0.487041383858402,0.722711083
6,41,-0.0845676271023217,0.561743332497866,-0.501906296721598,1.430649083
2,41,-0.945156918467764,0.326616593994427,-0.52177648061122,0.121018333
5,41,0.52886734137325,0,-0.590138872683886,0.78211675
6,41,0.527270474514345,0,-0.590932628423472,1.44791925
2,51,0.228216460408031,0.973610418596078,-0.566056454268534,0.117021792
5,51,-0.535449087746686,0.162761385735341,-0.577861167148716,0.753913208
6,51,0.228197368092762,0.97361489368001,-0.577627035742948,1.500752792
2,51,-0.933441703728376,0.358729125860539,-0.381739664480916,0.253527959
5,51,-0.188059103466805,0.911374364906373,-0.521921204133947,0.705444
6,51,-0.188458131167098,0.909221837926117,-0.522009211209182,1.453451458
2,51,-0.195700170041331,0.660594586145307,-0.510738135555574,0.131358834
5,51,-0.302110236644369,0.535863318833062,-0.505808639588088,0.787476875
6,51,-0.195446025254132,0.660775994319991,-0.511924417816566,1.465210958
2,51,0.279795441483493,0.61798273622308,-0.634853704633132,0.091859583
5,51,0.279796683446173,0.617981642838744,-0.637548494550391,0.563621791
6,51,0.279796246410068,0.617986851547549,-0.636843770538272,1.145853042
2,51,-0.413298047354324,0.774352445173217,-0.840408396739128,0.138713375
5,51,-0.413894316284785,0.774752065271923,-0.840305364561976,0.655519791
6,51,-0.412507093538862,0.773813989261544,-0.841055780490775,1.47596425
2,61,0.790710528493397,0.0196131820516844,-0.302772024372627,0.226789959
5,61,0.345786627927015,0.783435994319896,-0.675566038314889,0.855817166
6,61,0.345905498372593,0.783809890090932,-0.67611043840904,1.564271917
2,61,-0.395253550859454,0.126621605155883,-0.491711272301018,0.132113959
5,61,0.232072126814563,0.290406888373072,-0.491483953224521,0.546500458
6,61,-0.395242719230013,0.126623451035578,-0.492589149765825,1.571023333
2,61,-0.950561694140082,0.310535771906455,-0.463452762484677,0.114289042
5,61,0.236991140367948,0.971511811244258,-0.550327666281974,0.8889965
6,61,0.23413844386031,0.972203265324013,-0.550335847681974,1.609624792
2,61,0.51101194966091,0.0853622047048572,-0.645327053082442,0.131733667
5,61,-0.578293056677763,0.815829112374822,-0.645327396321979,0.611118417
6,61,0.5099135599643,0.0835913735111697,-0.646892891284217,1.312509458
2,61,-0.322722722941649,0.853160806663508,-0.386918207839833,0.176014458
5,61,-0.964770473690628,0.263093012249966,-0.434447195736877,0.849740833
6,61,-0.323204329583549,0.853469907632083,-0.435001303497722,1.454865292
2,71,-0.458955469748199,0.136095691965602,-0.434911449517585,0.12210575
5,71,0.822001174556246,0.287707688643715,-0.584849320905604,0.677970417
6,71,0.82087770505538,0.284795523620318,-0.58529529553438,1.34638675
2,71,-0.160065338147905,0.402936184214676,-0.757094274498853,0.140117
5,71,-0.160064330028577,0.402936308771922,-0.757095050202349,0.7041965
